2018-05-28 12:43:52,https://twitter.com/,567,165,324,1845,1892,1,4794
2018-05-28 12:43:52,https://www.facebook.com/,2434,195,176,2094,5392,553,10844
2018-05-28 12:43:52,https://www.google.com/,555,161,347,1560,2715,87,5425
2018-05-28 12:44:02,https://wordpress.org/,1009,50,607,815,4709,1,7191
2018-05-28 12:44:03,https://www.youtube.com/,948,76,621,9683,190,1,11519
2018-05-28 12:44:05,https://www.instagram.com/,1751,256,2716,2702,871,59,8355
2018-05-28 12:44:07,https://www.linkedin.com/,742,228,1164,1942,7338,57,11471
2018-05-28 12:44:10,https://www.blogger.com/,3023,49,393,3698,1001,1,8165
2018-05-28 12:44:15,https://www.wikipedia.org/,1812,54,1474,11436,165,0,14941
2018-05-28 12:44:19,https://wordpress.com/,1216,79,1520,8351,6620,72,17858
2018-05-28 12:44:25,https://www.apple.com/,2098,308,657,6709,511,6,10289
2018-05-28 12:44:28,https://www.adobe.com/,1011,41,585,12331,4740,1660,20368
2018-05-28 12:44:28,https://www.youtube.com/,1992,366,1275,6888,1245,7,11773
2018-05-28 12:44:30,https://www.pinterest.com/,4347,278,901,3237,20114,102,28979
2018-05-28 12:44:31,https://www.tumblr.com/,1597,240,2075,7297,3742,102,15053
2018-05-28 12:44:36,https://www.amazon.com/,2826,217,3334,4008,4855,14,15254
2018-05-28 12:44:40,https://goo.gl/,9321,113,1138,1554,2689,21,14836
2018-05-28 12:44:48,https://www.microsoft.com/,5206,232,5814,750,4766,5,16773
2018-05-28 12:45:02,https://vimeo.com/,2390,117,3274,4990,21438,22,32231
2018-05-28 12:45:02,https://www.flickr.com/,6220,1820,6927,69,9440,10,24486
2018-05-28 12:45:07,https://www.godaddy.com/,3757,317,9913,438,1487,4,15916
2018-05-28 12:45:08,http://t.co/,95,52,4824,17,434,1,5423
2018-05-28 12:45:12,http://baidu.com/,106,179,5152,4,82,1,5524
2018-05-28 12:45:24,http://europa.eu/,248,138,6651,2233,2295,3,11568
2018-05-28 12:45:28,https://www.w3.org/,11189,346,11251,1336,2142,0,26264
2018-05-28 12:45:35,https://vk.com/,5175,239,10104,6857,21017,61,43453
2018-05-28 12:45:45,https://www.gov.uk/,20627,25,11506,514,590,1,33263
2018-05-28 12:45:55,http://statcounter.com/,68,281,11043,5538,10121,1,27052
2018-05-28 12:46:05,https://www.weebly.com/,17854,231,11723,5623,8577,2,44010
2018-05-28 12:46:05,https://github.com/,7256,83,10580,7426,7153,2,32500
2018-05-28 12:46:08,https://www.google.de/,11374,116,13373,367,9346,12,34588
2018-05-28 12:46:24,https://www.blogger.com/,36205,32,11509,1803,3780,0,53329
2018-05-28 12:46:24,http://en.gravatar.com/,8076,240,5137,3074,1871,1,18399
2018-05-28 12:46:24,https://www.mozilla.org/,6767,310,6402,2860,742,2,17083
2018-05-28 12:46:24,https://www.bluehost.com/,14457,412,10838,1526,7772,1003,36008
2018-05-28 12:46:24,https://www.nih.gov/,14702,90,3616,3612,1298,11,23329
2018-05-28 12:46:37,https://www.google.co.jp/,16873,620,7035,1239,11238,11,37016
2018-05-28 12:47:11,https://www.elegantthemes.com/,8669,545,21619,815,17545,1,49194
2018-05-28 12:47:35,https://cpanel.com/,2762,57,99,1226,2384,12,6540
2018-05-28 12:47:39,https://www.amazon.co.uk/,3045,261,1277,484,5550,34,10651
2018-05-28 12:47:58,https://www.wikimedia.org/,1249,238,368,60,4282,1,6198
2018-05-28 12:47:58,https://weibo.com/,944,778,152,1162,15739,17,18792
2018-05-28 12:47:59,https://www.livejournal.com/,1515,512,830,3983,21867,114,28821
2018-05-28 12:48:01,http://www.typepad.com/,1058,195,213,1660,2545,11,5682
2018-05-28 12:48:07,https://www.bloomberg.com/,557,43,604,3153,21311,233,25901
2018-05-28 12:48:11,https://www.reuters.com/,887,86,128,8013,30961,113,40188
2018-05-28 12:48:18,https://www.aol.com/,960,243,868,4737,17369,510,24687
