.017850,150,70,110,0,0,0.436697006226,40.8373498917,41.2740468979,0,0,1538412852.98,0
.017850,150,70,110,0,0,0.882902860641,40.718804121,41.6017069817,0,0,1538412909.47,0
.017850,150,70,110,0,2,0.15741109848,40.7324109077,40.8898220062,0,0,1538412990.02,0
.017850,150,70,110,0,1,8.53871893883,40.7881999016,49.3269188404,0,0,1538413022.43,0
.017850,150,70,110,1,2,48.7514159679,40.7993340492,89.5507500172,0,0,1538413023.07,0
.017850,150,70,110,0,2,21.4209220409,40.7568950653,62.1778171062,0,0,1538413091.26,0
.017850,150,70,110,1,2,50.8008089066,40.7404799461,91.5412888527,0,0,1538413102.7,0
.017850,150,70,110,1,2,45.8895359039,40.8423681259,86.7319040298,0,0,1538413148.42,0
.017850,150,70,110,1,1,70.5713329315,40.8934090137,111.464741945,0,0,1538413164.66,0
.017850,150,70,110,1,0,74.9588871002,40.8535518646,115.812438965,0,0,1538413201.24,0
