.017850,175,70,110,0,4,0.5772960186,174.479521036,175.056817055,0,1,1533151050.87,-0.00961184501648,90.46
.017850,175,70,110,0,7,118.630470037,170.506750107,289.137220144,0,1,1533151107.36,-3.60012054443e-05,90.67
.017850,175,70,110,1,7,208.642126799,43.1772382259,251.819365025,1,0,1533151187.91,-5.05846095085,37.75
.017850,175,70,110,2,6,219.460208178,45.258671999,264.718880177,1,0,1533151220.32,-5.05331397057,37.38
.017850,175,70,110,3,5,264.150712967,45.2294850349,309.380198002,1,0,1533151220.95,-5.04452204704,37.68
.017850,175,70,110,3,4,241.236982822,45.2569491863,286.493932009,1,0,1533151289.15,-5.05841302872,37.55
.017850,175,70,110,4,3,275.101857185,44.2175798416,319.319437027,1,0,1533151300.59,-5.06107187271,37.53
.017850,175,70,110,5,2,273.658343077,45.2547459602,318.913089037,1,0,1533151346.3,-5.05424618721,37.69
.017850,175,70,110,6,1,302.733761072,44.1706359386,346.904397011,1,0,1533151362.53,-5.05452179909,37.69
.017850,175,70,110,6,0,310.360009909,45.2997100353,355.659719944,1,0,1533151399.13,-5.05567598343,37.67
