.017850,200,70,110,0,2,0.324824094772,164.314801931,164.639626026,0,0,1533134355.07,0,90.85
.017850,200,70,110,0,7,108.197225094,173.480494976,281.67772007,0,1,1533134411.56,-0.0494220256805,90.97
.017850,200,70,110,1,7,201.185203075,43.1504240036,244.335627079,1,0,1533134492.1,-5.04256796837,36.49
.017850,200,70,110,1,6,211.978562117,45.2799608707,257.258522987,1,0,1533134524.51,-5.03911519051,37.76
.017850,200,70,110,2,5,256.677287817,45.2652561665,301.942543983,1,0,1533134525.14,-5.04687404633,37.65
.017850,200,70,110,3,4,233.778846025,45.2263469696,279.005192995,1,0,1533134593.35,-5.05801296234,37.23
.017850,200,70,110,4,3,267.617213011,46.3233411312,313.940554142,1,0,1533134604.79,-5.04592084885,37.49
.017850,200,70,110,5,2,268.285866022,46.3259129524,314.611778975,1,0,1533134650.5,-5.04475593567,37.50
.017850,200,70,110,6,1,298.434825897,45.2414109707,343.676236868,1,0,1533134666.73,-5.05382299423,37.47
.017850,200,70,110,6,0,307.131348133,45.2654759884,352.396824121,1,0,1533134703.32,-5.0704729557,37.45
