.017850,100,70,110,0,1,0.815762996674,81.7378270626,82.5535900593,0,0,1538008724.94,0
.017850,100,70,110,0,1,26.1370859146,86.7526819706,112.889767885,0,0,1538008781.43,0
.017850,100,70,110,0,3,32.4169130325,76.5854320526,109.002345085,0,0,1538008861.98,0
.017850,100,70,110,1,5,76.6680998802,76.5854730606,153.253572941,0,0,1538008894.39,0
.017850,100,70,110,1,5,152.685346127,81.8594119549,234.544758081,0,0,1538008895.03,0
.017850,100,70,110,2,4,166.434566021,76.9321289062,243.366694927,0,0,1538008963.22,0
.017850,100,70,110,2,3,232.017558813,76.9987790585,309.016337872,0,0,1538008974.66,0
.017850,100,70,110,3,2,263.395678043,87.1628131866,350.55849123,0,0,1538009020.37,0
.017850,100,70,110,4,1,334.411462069,76.9215829372,411.333045006,0,0,1538009036.6,0
.017850,100,70,110,4,0,374.825119019,76.9854979515,451.81061697,0,0,1538009073.2,0
