1,2018-07-09 09:41:06,https://www.facebook.com/,3144,282,91,965,3452,135,8069
2,2018-07-09 09:41:10,https://www.google.com/,493,90,263,635,828,36,2345
3,2018-07-09 09:41:15,https://twitter.com/,5723,138,65,1307,770,0,8003
4,2018-07-09 09:41:15,https://www.youtube.com/,402,149,566,3031,446,32,4626
5,2018-07-09 09:41:29,https://wordpress.org/,923,28,179,2464,3439,0,7033
6,2018-07-09 09:41:31,https://www.linkedin.com/,541,342,378,9195,2156,656,13268
7,2018-07-09 09:41:41,https://www.instagram.com/,2088,140,602,7464,6196,7,16497
8,2018-07-09 09:41:47,https://www.blogger.com/,4847,37,265,3388,777,1,9315
9,2018-07-09 09:41:52,https://www.wikipedia.org/,3950,42,558,1450,10813,1,16814
10,2018-07-09 09:41:57,https://www.pinterest.com/,2581,504,400,1782,23905,238,29410
11,2018-07-09 09:41:59,https://www.adobe.com/,1473,64,972,6361,7968,196,17034
12,2018-07-09 09:42:18,https://www.microsoft.com/,798,320,449,2320,962,27,4876
13,2018-07-09 09:42:24,https://vimeo.com/,3767,103,225,3000,7271,61,14427
14,2018-07-09 09:42:40,https://www.flickr.com/,1054,114,116,1200,11678,66,14228
15,2018-07-09 09:42:56,https://www.godaddy.com/,2319,394,2122,6017,649,85,11586
16,2018-07-09 09:42:59,https://www.yahoo.com/,1076,90,1246,7366,17547,477,27802
17,2018-07-09 09:43:04,https://www.buydomains.com/,3678,399,1343,3483,18225,233,27361
