1,2018-07-09 09:24:56,https://www.facebook.com/,3103,175,361,957,3536,107,8239
2,2018-07-09 09:24:59,https://twitter.com/,438,112,176,1626,386,2,2740
3,2018-07-09 09:25:04,https://www.youtube.com/,369,161,663,1750,401,10,3354
4,2018-07-09 09:25:21,https://www.linkedin.com/,505,271,268,9554,1926,1068,13592
5,2018-07-09 09:25:22,https://wordpress.org/,937,24,175,848,7282,1,9267
6,2018-07-09 09:25:32,https://www.instagram.com/,2545,131,952,6858,6624,45,17155
7,2018-07-09 09:25:36,https://www.blogger.com/,6092,31,133,2502,784,0,9542
8,2018-07-09 09:25:40,https://www.wikipedia.org/,3881,74,543,2025,9907,0,16430
9,2018-07-09 09:25:47,https://www.pinterest.com/,2832,254,219,3249,21971,158,28683
10,2018-07-09 09:25:47,https://wordpress.com/,2254,98,1771,494,13241,880,18738
11,2018-07-09 09:25:49,https://www.adobe.com/,1416,0,807,6325,9863,277,18688
12,2018-07-09 09:26:06,https://www.apple.com/,2763,122,3615,11930,363,37,18830
13,2018-07-09 09:26:08,https://www.youtube.com/,3017,92,2756,10862,256,27,17010
14,2018-07-09 09:26:08,https://www.tumblr.com/,5469,143,2664,12115,1216,23,21630
15,2018-07-09 09:26:08,https://goo.gl/,2108,65,1511,2143,6813,1,12641
16,2018-07-09 09:26:17,https://www.microsoft.com/,3262,488,731,3709,1350,20,9560
17,2018-07-09 09:26:18,https://www.amazon.com/,2804,386,1289,6717,14940,78,26214
18,2018-07-09 09:26:35,https://www.godaddy.com/,1824,203,546,578,3667,20,6838
19,2018-07-09 09:26:42,https://www.buydomains.com/,4659,233,214,1670,10123,205,17104
