"2018-05-27 23:26:30";"https://www.facebook.com/";"2485";"182";"3039";"5029";"4040";"151";"14926"
"2018-05-27 23:26:31";"https://twitter.com/";"368";"154";"503";"1506";"698";"1";"3230"
"2018-05-27 23:26:32";"https://www.google.com/";"419";"163";"266";"1061";"1595";"32";"3536"
"2018-05-27 23:26:40";"https://www.youtube.com/";"536";"133";"1885";"1761";"212";"4";"4531"
"2018-05-27 23:26:48";"https://www.linkedin.com/";"305";"236";"75";"1268";"225";"70";"2179"
"2018-05-27 23:26:55";"https://wordpress.org/";"496";"78";"89";"1011";"1634";"1";"3309"
"2018-05-27 23:26:58";"https://www.instagram.com/";"541";"113";"182";"1629";"582";"2";"3049"
"2018-05-27 23:27:02";"https://www.pinterest.com/";"843";"264";"155";"689";"3263";"81";"5295"
"2018-05-27 23:27:16";"https://www.blogger.com/";"2645";"66";"373";"1639";"414";"0";"5137"
"2018-05-27 23:27:22";"https://www.wikipedia.org/";"5944";"125";"299";"7757";"200";"1";"14326"
"2018-05-27 23:27:23";"https://wordpress.com/";"3442";"74";"271";"4453";"3859";"441";"12540"
"2018-05-27 23:27:38";"https://www.adobe.com/";"508";"100";"360";"6765";"6567";"415";"14715"
"2018-05-27 23:27:51";"https://www.apple.com/";"849";"45";"715";"5350";"898";"29";"7886"
"2018-05-27 23:27:54";"https://www.tumblr.com/";"683";"142";"299";"7274";"1571";"60";"10029"
"2018-05-27 23:27:56";"https://www.youtube.com/";"1396";"95";"863";"1732";"351";"8";"4445"
"2018-05-27 23:28:08";"https://www.amazon.com/";"599";"116";"579";"1640";"2443";"38";"5415"
"2018-05-27 23:28:12";"https://goo.gl/";"662";"63";"358";"635";"567";"1";"2286"
"2018-05-27 23:28:31";"https://www.microsoft.com/";"1400";"155";"305";"2331";"1807";"42";"6040"
"2018-05-27 23:28:31";"https://vimeo.com/";"489";"142";"318";"2741";"6707";"85";"10482"
"2018-05-27 23:28:53";"https://www.flickr.com/";"977";"437";"261";"345";"6082";"10";"8112"
"2018-05-27 23:29:14";"https://www.yahoo.com/";"852";"98";"765";"5105";"10946";"120";"17886"
"2018-05-27 23:29:18";"https://www.buydomains.com/";"2272";"515";"516";"1622";"8825";"139";"13889"
"2018-05-27 23:29:23";"https://www.godaddy.com/";"1380";"361";"941";"530";"1276";"37";"4525"
"2018-05-27 23:29:28";"https://vk.com/";"930";"170";"845";"3712";"3222";"136";"9015"
"2018-05-27 23:29:29";"http://www.qq.com/";"1562";"158";"761";"7555";"9278";"14";"19328"
"2018-05-27 23:29:42";"https://www.w3.org/";"3647";"57";"647";"1100";"1897";"1";"7349"
"2018-05-27 23:29:51";"http://t.co/";"119";"45";"2561";"116";"507";"0";"3348"
"2018-05-27 23:29:57";"http://baidu.com/";"35";"7";"1069";"40";"131";"0";"1282"
"2018-05-27 23:30:00";"https://www.baidu.com/";"658";"250";"315";"2006";"465";"12";"3706"
"2018-05-27 23:30:10";"http://europa.eu/";"19";"24";"1619";"543";"1458";"3";"3666"
"2018-05-27 23:30:14";"https://www.nytimes.com/";"2600";"45";"563";"14098";"17032";"42";"34380"
"2018-05-27 23:30:16";"https://www.gov.uk/";"1430";"41";"473";"1053";"893";"1";"3891"
"2018-05-27 23:30:42";"http://statcounter.com/";"65";"309";"1692";"2609";"3362";"1";"8038"
"2018-05-27 23:30:43";"https://www.weebly.com/";"1418";"200";"183";"3771";"6692";"2";"12266"
"2018-05-27 23:30:47";"https://www.blogger.com/";"2936";"33";"439";"1903";"706";"0";"6017"
"2018-05-27 23:30:59";"https://soundcloud.com/";"2092";"142";"1324";"3631";"12223";"1";"19413"
"2018-05-27 23:31:07";"https://www.mozilla.org/";"544";"40";"201";"942";"1794";"1";"3522"
"2018-05-27 23:31:10";"https://github.com/";"1961";"163";"1231";"5646";"2847";"2";"11850"
"2018-05-27 23:31:14";"https://www.google.de/";"4368";"120";"2572";"741";"3317";"72";"11190"
"2018-05-27 23:31:32";"https://yandex.ru/";"2325";"468";"1952";"5097";"981";"29";"10852"
"2018-05-27 23:31:38";"https://www.jimdo.com/";"2198";"293";"1125";"1493";"9010";"0";"14119"
"2018-05-27 23:31:47";"https://myspace.com/";"2121";"182";"1244";"9395";"25092";"438";"38472"
"2018-05-27 23:31:50";"https://wordpress.com/";"4453";"46";"640";"535";"4305";"428";"10407"
"2018-05-27 23:31:52";"https://www.bluehost.com/";"2336";"344";"1119";"1511";"4575";"4";"9889"
"2018-05-27 23:32:03";"https://www.addthis.com/";"1082";"116";"570";"1313";"4520";"286";"7887"
"2018-05-27 23:32:11";"https://www.theguardian.com/";"2417";"28";"1497";"5798";"7598";"10";"17348"
"2018-05-27 23:32:21";"https://www.google.co.jp/";"1646";"94";"1386";"554";"3891";"63";"7634"
"2018-05-27 23:32:27";"https://www.nih.gov/";"3316";"71";"2129";"1676";"1173";"39";"8404"
"2018-05-27 23:32:29";"https://www.wix.com/";"3678";"87";"2162";"2613";"4817";"2";"13359"
"2018-05-27 23:32:30";"http://en.gravatar.com/";"3340";"92";"594";"2073";"472";"1";"6572"
"2018-05-27 23:32:31";"http://ascii.co.uk/";"311";"114";"1323";"3963";"3137";"10";"8858"
"2018-05-27 23:32:45";"https://www.paypal.com/";"2473";"278";"854";"1149";"127";"20";"4901"
"2018-05-27 23:32:50";"https://outlook.live.com/";"2331";"75";"724";"3859";"740";"0";"7729"
"2018-05-27 23:33:11";"https://www.elegantthemes.com/";"2899";"74";"932";"898";"1522";"14";"6339"
"2018-05-27 23:33:30";"https://www.cnn.com/";"3218";"26";"474";"5011";"44317";"800";"53846"
"2018-05-27 23:33:49";"https://www.123-reg.co.uk/";"1132";"13";"532";"625";"6316";"1090";"9708"
"2018-05-27 23:33:51";"https://www.tripadvisor.com/";"1079";"690";"286";"615";"4083";"14";"6767"
"2018-05-27 23:34:19";"http://www.stumbleupon.com/";"3583";"80";"419";"1420";"3712";"303";"9517"
"2018-05-27 23:34:19";"https://issuu.com/";"2049";"869";"583";"1753";"13196";"12";"18462"
"2018-05-27 23:34:22";"https://www.huffingtonpost.com/";"1140";"24";"803";"3504";"19457";"26";"24954"
"2018-05-27 23:34:23";"https://www.stumbleupon.com/";"154";"126";"322";"1010";"1698";"544";"3854"
"2018-05-27 23:34:55";"https://creativecommons.org/";"2679";"17";"718";"6846";"11005";"3";"21268"
"2018-05-27 23:34:58";"http://digg.com/";"151";"185";"2226";"8250";"16365";"504";"27681"
"2018-05-27 23:35:04";"https://www.google.co.uk/";"6667";"106";"944";"395";"5348";"11";"13471"
"2018-05-27 23:35:24";"https://www.dropbox.com/";"4873";"244";"2088";"609";"13648";"31";"21493"
"2018-05-27 23:35:26";"https://www.parallels.com/";"8641";"216";"1359";"4603";"16343";"21";"31183"
"2018-05-27 23:35:26";"https://aws.amazon.com/";"2258";"212";"2016";"11749";"9903";"17";"26155"
"2018-05-27 23:35:49";"https://www.addtoany.com/";"16144";"46";"1457";"691";"7275";"0";"25613"
"2018-05-27 23:35:49";"https://www.msn.com/";"11006";"186";"2660";"6549";"858";"59";"21318"
"2018-05-27 23:35:58";"https://www.opera.com/";"4245";"449";"2864";"847";"18250";"4";"26659"
"2018-05-27 23:36:21";"https://www.etsy.com/";"4810";"282";"1746";"14545";"2411";"1";"23795"
"2018-05-27 23:36:32";"https://archive.org/";"4003";"297";"4759";"1922";"2222";"86";"13289"
"2018-05-27 23:36:41";"https://cpanel.com/";"5329";"160";"2806";"1515";"2845";"4";"12659"
"2018-05-27 23:36:51";"https://www.xing.com/";"2649";"404";"2955";"2841";"11159";"3";"20011"
"2018-05-27 23:36:53";"https://www.eventbrite.com/";"11688";"466";"3149";"8284";"16599";"110";"40296"
"2018-05-27 23:37:12";"http://www.free.fr/";"2413";"105";"2010";"5390";"1091";"0";"11009"
"2018-05-27 23:37:14";"https://www.ebay.com/";"4349";"106";"2909";"8132";"681";"90";"16267"
"2018-05-27 23:37:18";"https://ameblo.jp/";"7364";"191";"2161";"7124";"11419";"1";"28260"
"2018-05-27 23:37:20";"https://sourceforge.net/";"6875";"266";"9392";"6910";"18229";"147";"41819"
"2018-05-27 23:37:23";"https://www.bing.com/";"18947";"73";"1948";"1568";"80";"20";"22636"
"2018-05-27 23:37:23";"https://www.amazon.co.uk/";"8082";"222";"3706";"10937";"13578";"37";"36562"
"2018-05-27 23:37:25";"https://cpanel.com/";"5746";"50";"2128";"1337";"3505";"6";"12772"
"2018-05-27 23:38:04";"https://www.livejournal.com/";"4932";"276";"3024";"5637";"33655";"122";"47646"
"2018-05-27 23:38:15";"https://weibo.com/";"7134";"792";"2461";"3692";"15622";"13";"29714"
"2018-05-27 23:38:25";"https://www.bloomberg.com/";"3408";"25";"1004";"1414";"27141";"171";"33163"
"2018-05-27 23:38:30";"https://www.wikimedia.org/";"9597";"20";"921";"62";"452";"0";"11052"
"2018-05-27 23:38:32";"http://www.typepad.com/";"3249";"122";"444";"782";"1716";"101";"6414"
"2018-05-27 23:38:54";"https://www.aol.com/";"4976";"681";"1079";"7087";"15850";"752";"30425"
