.022610,175,70,110,0,6,0.964567184448,213.499980927,214.464548111,0,1,1533735408.82,-0.0458881855011
.022610,175,70,110,0,8,169.934060812,212.402815104,382.336875916,0,1,1533735453.4,-2.47955322266e-05
.022610,175,70,110,1,7,318.79853797,44.1695139408,362.96805191,1,0,1533735516.99,-5.05769991875
.022610,175,70,110,2,6,337.461724043,44.1596601009,381.621384144,1,0,1533735542.58,-5.05024909973
.022610,175,70,110,3,5,381.184252024,44.1792340279,425.363486052,1,0,1533735543.08,-5.06065702438
.022610,175,70,110,4,4,371.578166008,44.1779749393,415.756140947,1,0,1533735596.92,-5.05707979202
.022610,175,70,110,5,3,406.766260862,45.1832520962,451.949512959,1,0,1533735605.96,-5.04822707176
.022610,175,70,110,5,2,415.913138151,45.2576990128,461.170837164,1,0,1533735642.05,-5.05020999908
.022610,175,70,110,6,1,448.415208101,45.2344410419,493.649649143,1,0,1533735654.86,-5.04787302017
.022610,175,70,110,7,0,464.80312109,44.124131918,508.927253008,1,0,1533735683.75,-5.04565095901
