.041650,100,70,110,0,9,0.545849084854,173.62213707,174.167986155,0,1,1533125240.12,-0.0530350208282,90.32
.041650,100,70,110,0,8,150.045238018,45.2847919464,195.330029964,1,0,1533125264.3,-5.04411292076,37.50
.041650,100,70,110,1,7,160.860514164,44.2265279293,205.087042093,1,0,1533125298.83,-5.04872989655,37.33
.041650,100,70,110,2,6,191.284245968,45.2042338848,236.488479853,1,0,1533125312.71,-5.04856991768,37.32
.041650,100,70,110,3,5,236.267245054,44.200979948,280.468225002,1,0,1533125312.99,-5.04567193985,37.36
.041650,100,70,110,4,4,251.296766996,44.2330830097,295.529850006,1,0,1533125342.22,-5.05687093735,37.54
.041650,100,70,110,5,3,290.683799028,44.2752480507,334.959047079,1,0,1533125347.12,-5.05095005035,37.48
.041650,100,70,110,6,2,315.420346022,44.2163469791,359.636693001,1,0,1533125366.71,-5.06230211258,37.43
.041650,100,70,110,7,1,352.723176956,45.2394039631,397.962580919,1,0,1533125373.67,-5.03908205032,37.56
.041650,100,70,110,8,0,382.329516172,45.2179319859,427.547448158,1,0,1533125389.35,-5.05152392387,37.24
