"2018-05-30 21:13:54";"https://www.facebook.com/";"2535";"175";"301";"2968";"1368";"74";"7421"
"2018-05-30 21:13:58";"https://twitter.com/";"224";"140";"270";"1066";"851";"1";"2552"
"2018-05-30 21:13:59";"https://www.google.com/";"606";"110";"236";"681";"1195";"44";"2872"
"2018-05-30 21:14:10";"https://www.youtube.com/";"475";"118";"556";"1806";"3468";"9";"6432"
"2018-05-30 21:14:20";"https://www.linkedin.com/";"402";"719";"152";"2199";"507";"143";"4122"
"2018-05-30 21:14:28";"https://wordpress.org/";"497";"89";"324";"1840";"2925";"0";"5675"
"2018-05-30 21:14:34";"https://www.instagram.com/";"928";"186";"555";"4082";"719";"3";"6473"
"2018-05-30 21:14:47";"https://www.pinterest.com/";"1766";"337";"77";"1586";"13017";"163";"16946"
"2018-05-30 21:14:49";"https://www.wikipedia.org/";"1642";"36";"378";"6161";"317";"0";"8534"
"2018-05-30 21:14:50";"https://www.blogger.com/";"1468";"32";"451";"3342";"457";"0";"5750"
"2018-05-30 21:14:54";"https://wordpress.com/";"1205";"125";"767";"4997";"2488";"327";"9909"
"2018-05-30 21:15:05";"https://www.adobe.com/";"649";"88";"368";"5459";"4220";"469";"11253"
"2018-05-30 21:15:25";"https://www.apple.com/";"782";"35";"870";"5534";"1045";"8";"8274"
"2018-05-30 21:15:28";"https://www.tumblr.com/";"785";"269";"423";"7442";"1564";"30";"10513"
"2018-05-30 21:15:34";"https://www.youtube.com/";"1191";"96";"548";"3420";"3259";"41";"8555"
"2018-05-30 21:15:50";"https://www.amazon.com/";"1062";"148";"967";"4259";"4130";"65";"10631"
"2018-05-30 21:15:56";"https://goo.gl/";"1267";"99";"637";"3781";"1369";"1";"7154"
"2018-05-30 21:16:08";"https://www.microsoft.com/";"1085";"310";"502";"3818";"591";"27";"6333"
"2018-05-30 21:16:15";"https://vimeo.com/";"1203";"114";"1265";"4778";"8644";"42";"16046"
"2018-05-30 21:16:34";"https://www.flickr.com/";"1221";"84";"397";"434";"10004";"19";"12159"
"2018-05-30 21:16:59";"https://www.yahoo.com/";"1252";"87";"1046";"5069";"17216";"186";"24856"
"2018-05-30 21:17:04";"https://www.buydomains.com/";"2343";"363";"2002";"4020";"12964";"167";"21859"
"2018-05-30 21:17:06";"https://www.godaddy.com/";"3725";"496";"2862";"907";"1728";"32";"9750"
"2018-05-30 21:17:11";"https://vk.com/";"2130";"179";"1053";"4381";"2225";"286";"10254"
"2018-05-30 21:17:17";"http://www.qq.com/";"1580";"80";"1759";"8159";"20451";"5";"32034"
"2018-05-30 21:17:22";"https://www.w3.org/";"3400";"52";"873";"1223";"2276";"1";"7825"
"2018-05-30 21:17:31";"http://t.co/";"131";"85";"2286";"179";"121";"0";"2802"
"2018-05-30 21:17:38";"http://baidu.com/";"41";"12";"1471";"48";"89";"1";"1662"
"2018-05-30 21:17:42";"https://www.baidu.com/";"648";"375";"384";"2738";"391";"25";"4561"
"2018-05-30 21:17:54";"http://europa.eu/";"23";"5";"1966";"1517";"1889";"3";"5403"
"2018-05-30 21:18:00";"https://www.gov.uk/";"2025";"114";"457";"1851";"678";"1";"5126"
"2018-05-30 21:18:01";"https://www.nytimes.com/";"2717";"268";"737";"14321";"23343";"43";"41429"
"2018-05-30 21:18:29";"https://www.weebly.com/";"1620";"150";"375";"4341";"8231";"1";"14718"
"2018-05-30 21:18:31";"http://statcounter.com/";"71";"967";"3662";"4220";"2914";"1";"11835"
"2018-05-30 21:18:33";"https://www.blogger.com/";"4488";"88";"857";"1428";"464";"0";"7325"
