.022610,100,70,110,0,0,0.958167791367,40.7187922001,41.6769599915,0,0,1538024022.38,0
.022610,100,70,110,0,0,0.167692899704,40.7285420895,40.8962349892,0,0,1538024066.96,0
.022610,100,70,110,0,2,0.408028125763,40.7518899441,41.1599180698,0,0,1538024130.55,0
.022610,100,70,110,0,2,15.6426668167,40.6962110996,56.3388779163,0,0,1538024156.14,0
.022610,100,70,110,1,2,55.8937578201,40.7253670692,96.6191248894,0,0,1538024156.65,0
.022610,100,70,110,1,3,42.8498420715,40.7308888435,83.5807309151,0,0,1538024210.48,0
.022610,100,70,110,1,3,74.6136350632,40.8110508919,115.424685955,0,0,1538024219.51,0
.022610,100,70,110,1,2,79.4175031185,40.834280014,120.251783133,0,0,1538024255.6,0
.022610,100,70,110,2,1,107.506896973,40.9076209068,148.414517879,0,0,1538024268.42,0
.022610,100,70,110,2,0,119.603852034,40.8636250496,160.467477083,0,0,1538024297.31,0
