.017850,100,70,110,0,0,0.304197072983,40.7907979488,41.0949950218,0,0,1538023455.58,0
.017850,100,70,110,0,0,0.698964118958,40.7536900043,41.4526541233,0,0,1538023512.07,0
.017850,100,70,110,0,2,0.0223701000214,40.7771060467,40.7994761467,0,0,1538023592.62,0
.017850,100,70,110,0,1,8.45543599129,40.7291049957,49.184540987,0,0,1538023625.03,0
.017850,100,70,110,1,2,48.6282608509,40.6943190098,89.3225798607,0,0,1538023625.66,0
.017850,100,70,110,0,2,21.1974270344,40.7178139687,61.915241003,0,0,1538023693.86,0
.017850,100,70,110,1,2,50.5598840714,40.7480990887,91.30798316,0,0,1538023705.3,0
.017850,100,70,110,1,2,45.6687281132,40.8274979591,86.4962260723,0,0,1538023751.01,0
.017850,100,70,110,1,1,70.3488540649,40.9143400192,111.263194084,0,0,1538023767.25,0
.017850,100,70,110,1,0,74.7516269684,40.8795661926,115.631193161,0,0,1538023803.84,0
