1,2018-07-08 19:35:18,https://www.facebook.com/,3161,181,189,1326,4989,208,10054
2,2018-07-08 19:35:20,https://twitter.com/,456,168,356,1800,714,0,3494
3,2018-07-08 19:35:21,https://www.google.com/,486,190,352,966,1424,60,3478
4,2018-07-08 19:35:24,https://www.youtube.com/,431,154,529,1193,419,41,2767
5,2018-07-08 19:35:36,https://www.linkedin.com/,482,421,56,452,7038,377,8826
6,2018-07-08 19:35:38,https://wordpress.org/,929,69,190,1016,4402,1,6607
7,2018-07-08 19:35:47,https://www.instagram.com/,1796,101,1369,5721,4970,81,14038
8,2018-07-08 19:35:53,https://www.blogger.com/,3519,30,581,4258,567,0,8955
9,2018-07-08 19:35:55,https://www.wikipedia.org/,3173,82,554,535,8670,0,13014
10,2018-07-08 19:35:58,https://www.pinterest.com/,3099,186,122,1293,18294,359,23353
11,2018-07-08 19:36:04,https://www.adobe.com/,1379,0,549,8541,6195,306,16970
12,2018-07-08 19:36:07,https://wordpress.com/,1895,81,600,999,19748,187,23510
13,2018-07-08 19:36:19,https://www.apple.com/,1862,547,1126,9420,1060,9,14024
14,2018-07-08 19:36:19,https://www.youtube.com/,1777,246,1289,9408,57,2,12779
15,2018-07-08 19:36:25,https://www.tumblr.com/,4005,229,696,11727,5665,74,22396
16,2018-07-08 19:36:26,https://goo.gl/,2707,240,2451,1447,1755,1,8601
17,2018-07-08 19:36:29,https://www.amazon.com/,2443,114,358,4526,10038,17,17496
18,2018-07-08 19:36:33,https://www.microsoft.com/,2657,262,900,1614,3358,9,8800
19,2018-07-08 19:36:55,https://www.flickr.com/,3548,192,3942,597,6625,494,15398
20,2018-07-08 19:36:59,https://vimeo.com/,2146,109,1684,4669,26700,12,35320
21,2018-07-08 19:37:08,https://www.godaddy.com/,2908,338,2019,3496,916,60,9737
