1,2018-07-08 20:05:08,https://www.facebook.com/,3677,183,84,1033,5904,117,10998
2,2018-07-08 20:05:10,https://twitter.com/,604,139,401,2258,725,5,4132
3,2018-07-08 20:05:10,https://www.google.com/,765,270,342,1496,1359,58,4290
4,2018-07-08 20:05:14,https://www.youtube.com/,475,164,722,1740,179,1,3281
5,2018-07-08 20:05:25,https://www.linkedin.com/,400,464,31,424,6786,427,8532
6,2018-07-08 20:05:27,https://wordpress.org/,1031,36,257,978,4741,0,7043
7,2018-07-08 20:05:38,https://www.instagram.com/,2600,83,895,6164,5751,9,15502
8,2018-07-08 20:05:45,https://www.blogger.com/,4605,61,490,4851,904,0,10911
9,2018-07-08 20:05:46,https://www.pinterest.com/,2958,467,323,1362,17205,555,22870
10,2018-07-08 20:05:51,https://www.wikipedia.org/,3386,37,573,1629,13675,1,19301
11,2018-07-08 20:06:05,https://goo.gl/,281,123,49,960,1352,2,2767
12,2018-07-08 20:06:06,https://www.youtube.com/,3927,62,655,3826,469,5,8944
13,2018-07-08 20:06:16,https://www.microsoft.com/,872,164,393,2500,1882,35,5846
14,2018-07-08 20:06:21,https://vimeo.com/,520,149,127,2558,9839,18,13211
15,2018-07-08 20:06:37,https://www.flickr.com/,1023,120,104,628,8524,49,10448
16,2018-07-08 20:06:51,https://www.godaddy.com/,1623,550,2308,1481,3470,60,9492
17,2018-07-08 20:07:03,http://www.qq.com/,2525,69,786,6571,14920,42,24913
