1,2018-07-08 19:55:12,https://www.facebook.com/,3167,163,613,899,4603,458,9903
2,2018-07-08 19:55:14,https://twitter.com/,335,133,248,1808,800,0,3324
3,2018-07-08 19:55:15,https://www.google.com/,536,188,221,1271,1482,56,3754
4,2018-07-08 19:55:19,https://www.youtube.com/,585,94,603,1993,210,14,3499
5,2018-07-08 19:55:31,https://www.linkedin.com/,270,248,137,521,7740,259,9175
6,2018-07-08 19:55:33,https://wordpress.org/,1051,27,157,857,4795,1,6888
7,2018-07-08 19:55:43,https://www.instagram.com/,2411,105,793,6095,5821,8,15233
8,2018-07-08 19:55:51,https://www.blogger.com/,4313,65,770,4925,1095,0,11168
9,2018-07-08 19:55:54,https://www.pinterest.com/,3118,462,163,1406,19120,473,24742
10,2018-07-08 19:55:55,https://www.wikipedia.org/,3749,86,824,1753,11817,1,18230
11,2018-07-08 19:56:02,https://www.adobe.com/,1683,39,525,12781,2920,381,18329
12,2018-07-08 19:56:10,https://wordpress.com/,2192,50,781,1894,25533,770,31220
13,2018-07-08 19:56:17,https://www.youtube.com/,3050,253,1903,8269,458,96,14029
14,2018-07-08 19:56:21,https://www.tumblr.com/,4752,102,1480,12694,2003,157,21188
15,2018-07-08 19:56:21,https://www.apple.com/,2824,43,1579,14211,759,42,19458
16,2018-07-08 19:56:23,https://goo.gl/,3392,79,2556,1561,3749,1,11338
17,2018-07-08 19:56:33,https://www.amazon.com/,4392,235,3838,5635,9404,217,23721
18,2018-07-08 19:56:34,https://www.microsoft.com/,4458,208,1022,2325,2469,10,10492
19,2018-07-08 19:56:52,https://www.flickr.com/,7057,228,6594,394,5392,314,19979
20,2018-07-08 19:57:00,https://www.godaddy.com/,4422,188,2451,1099,3362,109,11631
