.041650,250,70,110,0,9,0.858216047287,210.378506899,211.236722946,0,0,1533754165.47,0
.041650,250,70,110,0,8,187.116520882,223.859580994,410.976101875,0,1,1533754189.64,-0.0562789440155
.041650,250,70,110,1,7,376.501354933,45.215898037,421.71725297,1,0,1533754224.17,-5.0360929966
.041650,250,70,110,2,6,407.875022173,44.2049949169,452.08001709,1,0,1533754238.06,-5.0296151638
.041650,250,70,110,3,5,451.857696056,45.2032320499,497.060928106,1,0,1533754238.33,-5.04810500145
.041650,250,70,110,4,4,467.88994813,44.1650979519,512.055046082,1,0,1533754267.56,-5.05093312263
.041650,250,70,110,5,3,507.208622932,45.2493851185,552.458008051,1,0,1533754272.46,-5.05894613266
.041650,250,70,110,6,2,532.914885044,45.2215440273,578.136429071,1,0,1533754292.05,-5.05236077309
.041650,250,70,110,7,1,571.233210087,45.2365319729,616.46974206,1,0,1533754299.01,-5.06419610977
.041650,250,70,110,8,0,600.829609871,44.2563390732,645.085948944,1,0,1533754314.7,-5.07185196877
.030940,250,70,110,1,7,395.477404118,44.1182420254,439.595646143,1,0,1533763096.84,-5.04850792885
.030940,250,70,110,3,5,464.757188797,44.134786129,508.891974926,1,0,1533763115.9,-5.0465631485
.030940,250,70,110,5,3,507.164228201,44.166467905,551.330696106,1,0,1533763161.85,-5.05953884125
.030940,250,70,110,7,1,559.763431072,44.1482489109,603.911679983,1,0,1533763197.59,-5.05543088913
.041650,250,70,110,0,9,0.357043027878,210.224793911,210.581836939,0,0,1533763902.56,0
.041650,250,70,110,0,8,186.455075026,229.401571989,415.856647015,0,1,1533763926.74,-0.0504429340363
.041650,250,70,110,1,7,381.386471987,43.0901210308,424.476593018,1,0,1533763961.26,-5.03779411316
.041650,250,70,110,2,6,410.647310972,44.1221220493,454.769433022,1,0,1533763975.15,-5.0654630661
.041650,250,70,110,3,5,454.549216032,44.1288340092,498.678050041,1,0,1533763975.42,-5.050604105
.041650,250,70,110,4,4,469.497293949,43.0909779072,512.588271856,1,0,1533764004.65,-5.04344201088
.041650,250,70,110,5,3,507.741335154,44.0647068024,551.806041956,1,0,1533764009.55,-5.03720903397
.041650,250,70,110,6,2,532.26295495,43.0166239738,575.279578924,1,0,1533764029.14,-5.04883384705
.041650,250,70,110,7,1,568.36877203,43.0249421597,611.39371419,1,0,1533764036.11,-5.0406370163
.041650,250,70,110,8,0,595.768800974,44.0704410076,639.839241982,1,0,1533764051.78,-5.03846001625
