8.8122,3.71661,0.890527,0,0.10034,,8.8122
8.28433,3.36452,0.591303,0,0.200568,,8.28433
7.25762,2.86514,0,0,0.300712,,7.25762
7.0277,2.62319,0.00853468,0,0.400832,,7.0277
7.02602,2.60909,0.00182795,0,0.501002,,7.02602
7.11098,2.59287,0.131375,0,0.603211,,7.11098
7.11729,2.61093,0.148099,0,0.703357,,7.11729
7.15559,2.77195,0.0346798,0,0.803675,,7.15559
9.26591,4.07917,0.875936,0,0.903805,,9.26591
8.95848,3.69212,0.948932,0,1.00395,,8.95848
7.84612,2.9836,0.521246,0,1.10407,,7.84612
7.20972,2.81062,0.0896034,0,1.2042,,7.20972
7.40463,2.98672,0.128002,0,1.30433,,7.40463
6.97945,2.62964,0,0,1.40446,,6.97945
7.00245,2.63796,0,0,1.50458,,7.00245
6.96337,2.64427,0,0,1.60468,,6.96337
7.19337,2.78787,0.0469318,0,1.70482,,7.19337
6.96319,2.60388,0,0,1.80496,,6.96319
6.96409,2.61275,0,0,1.90508,,6.96409
7.40301,2.90449,0,0,2.00517,,7.40301
7.03002,2.6502,0,0,2.10529,,7.03002
6.99166,2.62439,0,0,2.20541,,6.99166
6.96902,2.61315,0,0,2.30554,,6.96902
6.95421,2.59709,0,0,2.40565,,6.95421
7.0213,2.65707,0.0140231,0,2.50576,,7.0213
7.24622,2.88374,0.00975265,0,2.60589,,7.24622
7.03504,2.60142,0.0639992,0,2.70603,,7.03504
7.0455,2.49866,0.131059,0,2.80616,,7.0455
7.6278,2.74842,0.485444,0,2.90649,,7.6278
7.45448,2.82796,0.305956,0,3.00664,,7.45448
7.65324,2.9428,0.403508,0,3.10677,,7.65324
7.3081,2.6965,0.310244,0,3.20691,,7.3081
7.65804,2.8483,0.502247,0,3.30704,,7.65804
7.78048,2.83486,0.563193,0,3.40718,,7.78048
7.8479,2.86464,0.559519,0,3.50732,,7.8479
7.26719,2.65686,0.205405,0,3.60746,,7.26719
7.67326,2.77809,0.460578,0,3.70764,,7.67326
8.06836,3.0678,0.608324,0,3.80788,,8.06836
7.83494,3.02976,0.452239,0,3.90802,,7.83494
7.58025,2.85364,0.345582,0,4.00816,,7.58025
7.19828,2.50834,0.336477,0,4.10829,,7.19828
7.35531,2.5923,0.371025,0,4.20847,,7.35531
7.44471,2.74041,0.316342,0,4.30861,,7.44471
7.39687,2.65619,0.318158,0,4.40875,,7.39687
7.66952,2.88688,0.348449,0,4.50894,,7.66952
7.71577,3.00315,0.28613,0,4.6092,,7.71577
6.96707,2.5588,0.0316879,0,4.70936,,6.96707
8.00099,3.44397,0.201153,0,4.80949,,8.00099
7.50963,2.91279,0.20601,0,4.90963,,7.50963
7.56151,3.08495,0.10911,0,5.00976,,7.56151
7.40624,2.92873,0.0883799,0,5.10989,,7.40624
7.06038,2.58814,0.13471,0,5.21003,,7.06038
7.65683,2.76441,0.501068,0,5.31015,,7.65683
7.95952,2.79884,0.751519,0,5.41029,,7.95952
7.87425,2.7572,0.694177,0,5.51044,,7.87425
8.60525,3.37774,0.825236,0,5.61058,,8.60525
8.06746,2.98652,0.694073,0,5.71074,,8.06746
8.13359,2.99322,0.744346,0,5.81095,,8.13359
8.02034,2.90324,0.705239,0,5.91108,,8.02034
8.12514,2.92191,0.785026,0,6.01122,,8.12514
8.04554,2.83605,0.741774,0,6.11136,,8.04554
7.93156,2.74463,0.753964,0,6.2115,,7.93156
7.75061,2.78732,0.610736,0,6.31163,,7.75061
7.45347,2.61493,0.443746,0,6.41177,,7.45347
7.66215,2.72734,0.561924,0,6.51191,,7.66215
7.12073,2.56314,0.163359,0,6.61204,,7.12073
7.45538,2.67509,0.408973,0,6.71218,,7.45538
8.33159,2.93952,0.969073,0,6.81233,,8.33159
8.7214,2.92014,1.29703,0,6.91247,,8.7214
7.91778,2.78067,0.714977,0,7.0126,,7.91778
7.94871,2.87631,0.683268,0,7.11274,,7.94871
7.83909,2.81195,0.658947,0,7.21287,,7.83909
8.02124,2.82084,0.788714,0,7.313,,8.02124
7.85484,2.83303,0.669859,0,7.41314,,7.85484
8.02185,2.82633,0.798467,0,7.51328,,8.02185
8.20243,3.05069,0.735701,0,7.61341,,8.20243
8.08906,2.88081,0.780689,0,7.71356,,8.08906
7.80044,2.66902,0.682035,0,7.8137,,7.80044
7.83957,2.75823,0.673408,0,7.91385,,7.83957
7.86017,2.79397,0.68813,0,8.01399,,7.86017
7.08859,2.71339,0.00182884,0,8.11411,,7.08859
7.03413,2.53892,0.0725231,0,8.21426,,7.03413
7.32132,2.88464,0.104242,0,8.31439,,7.32132
7.46029,2.99399,0.0951055,0,8.4145,,7.46029
7.53103,2.9289,0.246259,0,8.51463,,7.53103
8.06094,3.26217,0.42179,0,8.61477,,8.06094
7.76304,3.06291,0.296843,0,8.7149,,7.76304
7.12403,2.63128,0.0152379,0,8.81504,,7.12403
7.93739,3.31857,0.254196,0,8.91517,,7.93739
7.27597,2.69207,0.143228,0,9.01531,,7.27597
8.52739,3.42071,0.64245,0,9.11544,,8.52739
8.75528,3.16534,1.02239,0,9.21556,,8.75528
8.67245,3.57298,0.51391,0,9.31568,,8.67245
7.67305,3.20112,0.207231,0,9.41582,,7.67305
7.30489,2.79288,0.146866,0,9.51597,,7.30489
7.68692,3.23936,0.0957056,0,9.6161,,7.68692
7.43922,2.82697,0.234057,0,9.71623,,7.43922
6.96402,2.6048,0,0,9.81636,,6.96402
7.58192,2.7876,0.429752,0,9.91648,,7.58192
8.0255,2.81292,0.814314,0,10.0166,,8.0255
7.4057,2.68129,0.33219,0,10.1168,,7.4057
7.19147,2.55441,0.237704,0,10.2169,,7.19147
7.21768,2.50973,0.263958,0,10.317,,7.21768
7.41283,2.74933,0.270666,0,10.4171,,7.41283
7.44814,2.58247,0.401663,0,10.5173,,7.44814
7.97478,2.81979,0.733292,0,10.6174,,7.97478
7.73549,2.78261,0.547747,0,10.7176,,7.73549
7.38643,2.7792,0.211911,0,10.8178,,7.38643
8.24285,2.90243,0.895353,0,10.918,,8.24285
8.13505,2.81103,0.870372,0,11.0181,,8.13505
8.19105,2.87561,0.831965,0,11.1182,,8.19105
8.66454,2.9215,1.14593,0,11.2184,,8.66454
8.49554,2.84322,1.10377,0,11.3185,,8.49554
8.80629,3.14671,1.09949,0,11.4187,,8.80629
8.19897,3.00239,0.787472,0,11.5188,,8.19897
8.00926,2.9042,0.706394,0,11.6189,,8.00926
8.63537,3.38661,0.714382,0,11.7191,,8.63537
7.41759,2.55197,0.416897,0,11.8192,,7.41759
7.36649,2.59811,0.348609,0,11.9194,,7.36649
7.6876,2.80773,0.463182,0,12.0195,,7.6876
7.26095,2.75859,0.0621688,0,12.1196,,7.26095
8.10034,3.54868,0.201326,0,12.2203,,8.10034
7.63442,3.07278,0.224273,0,12.3204,,7.63442
7.28854,2.85665,0.133505,0,12.4206,,7.28854
7.76654,3.42247,0.0438856,0,12.5207,,7.76654
