.041650,125,70,110,0,9,0.915719032288,166.541819096,167.457538128,0,1,1533167260.06,-0.044508934021,90.40
.041650,125,70,110,0,8,143.325061083,45.323745966,188.648807049,1,0,1533167284.24,-5.04946517944,37.46
.041650,125,70,110,1,7,154.191610098,46.2447338104,200.436343908,1,0,1533167318.76,-5.05108594894,37.55
.041650,125,70,110,2,6,186.588563919,45.2833750248,231.871938944,1,0,1533167332.65,-5.04756307602,37.45
.041650,125,70,110,3,5,231.655283928,45.2772328854,276.932516813,1,0,1533167332.92,-5.05258703232,37.38
.041650,125,70,110,4,4,247.743675947,45.283741951,293.027417898,1,0,1533167362.16,-5.04161596298,37.63
.041650,125,70,110,5,3,288.198014021,45.297107935,333.495121956,1,0,1533167367.05,-5.03066086769,37.55
.041650,125,70,110,6,2,313.954046011,44.2819609642,358.236006975,1,0,1533167386.64,-5.04610610008,37.44
.041650,125,70,110,7,1,351.321742058,45.2146799564,396.536422014,1,0,1533167393.6,-5.04649186134,37.39
.041650,125,70,110,8,0,380.89367795,44.1636881828,425.057366133,1,0,1533167409.29,-5.0515460968,37.52
