.041650,250,70,110,0,9,0.572931051254,170.308988094,170.881919146,0,0,1533146035.58,0,90.57
.041650,250,70,110,0,8,146.74691391,165.656627178,312.403541088,0,1,1533146059.76,-0.0374708175659,91.00
.041650,250,70,110,1,7,277.938215971,43.2664811611,321.204697132,1,0,1533146094.28,-5.03967094421,37.31
.041650,250,70,110,2,6,307.360994816,45.2972240448,352.658218861,1,0,1533146108.17,-5.04734706879,37.26
.041650,250,70,110,3,5,352.43512702,45.2346458435,397.669772863,1,0,1533146108.44,-5.06441807747,37.35
.041650,250,70,110,4,4,368.500372887,45.2461440563,413.746516943,1,0,1533146137.67,-5.04871201515,37.54
.041650,250,70,110,5,3,408.89379406,45.2573781013,454.151172161,1,0,1533146142.58,-5.04900789261,37.32
.041650,250,70,110,6,2,434.605105877,45.2353739738,479.840479851,1,0,1533146162.17,-5.04268813133,37.32
.041650,250,70,110,7,1,472.925968885,44.265253067,517.191221952,1,0,1533146169.13,-5.05344390869,37.49
.041650,250,70,110,8,0,501.565596104,45.3110990524,546.876695156,1,0,1533146184.81,-5.06383609772,37.31
