1,2018-07-08 19:48:53,https://www.facebook.com/,3266,216,463,785,3932,132,8794
2,2018-07-08 19:48:56,https://twitter.com/,342,119,278,1721,699,0,3159
3,2018-07-08 19:48:57,https://www.google.com/,601,163,272,1229,1276,70,3611
4,2018-07-08 19:49:00,https://www.youtube.com/,431,99,516,1233,348,50,2677
5,2018-07-08 19:49:11,https://www.linkedin.com/,363,376,50,6766,1268,531,9354
6,2018-07-08 19:49:13,https://wordpress.org/,896,29,185,831,4578,1,6520
7,2018-07-08 19:49:14,https://www.instagram.com/,1278,137,477,3637,477,15,6021
8,2018-07-08 19:49:26,https://www.blogger.com/,1507,39,88,4110,818,0,6562
9,2018-07-08 19:49:26,https://www.wikipedia.org/,762,46,91,8320,148,1,9368
10,2018-07-08 19:49:26,https://www.pinterest.com/,1683,241,426,1591,12423,392,16756
11,2018-07-08 19:49:30,https://wordpress.com/,804,47,928,533,9371,353,12036
12,2018-07-08 19:49:33,https://www.adobe.com/,1066,20,58,6459,4031,416,12050
13,2018-07-08 19:49:53,https://goo.gl/,2927,75,373,982,879,0,5236
14,2018-07-08 19:50:02,https://vimeo.com/,408,180,170,1806,6214,44,8822
15,2018-07-08 19:50:03,https://www.microsoft.com/,911,258,62,2748,1835,44,5858
16,2018-07-08 19:50:22,https://www.flickr.com/,686,145,206,1002,11171,97,13307
17,2018-07-08 19:50:39,https://www.godaddy.com/,2168,611,1450,5733,641,71,10674
18,2018-07-08 19:50:41,https://www.yahoo.com/,1119,87,1186,7521,15074,341,25328
19,2018-07-08 19:50:50,http://www.qq.com/,2711,287,1352,13133,8623,2,26108
20,2018-07-08 19:50:51,https://www.buydomains.com/,4048,270,988,3163,19258,219,27946
