1,2018-07-08 19:57:40,https://www.facebook.com/,3067,195,582,964,3933,150,8891
2,2018-07-08 19:57:43,https://twitter.com/,365,115,304,1725,728,0,3237
3,2018-07-08 19:57:44,https://www.google.com/,602,192,206,1289,1315,66,3670
4,2018-07-08 19:57:47,https://www.youtube.com/,505,84,627,1141,441,25,2823
5,2018-07-08 19:57:58,https://www.linkedin.com/,449,472,29,425,6717,371,8463
6,2018-07-08 19:58:00,https://wordpress.org/,858,77,215,741,4634,0,6525
7,2018-07-08 19:58:08,https://www.instagram.com/,2640,72,628,5560,3115,19,12034
8,2018-07-08 19:58:14,https://www.blogger.com/,2164,51,105,4981,431,1,7733
9,2018-07-08 19:58:20,https://www.wikipedia.org/,861,147,604,1087,11953,0,14652
10,2018-07-08 19:58:23,https://wordpress.com/,736,328,808,10060,4212,326,16470
11,2018-07-08 19:58:27,https://www.adobe.com/,656,14,69,4629,9024,371,14763
12,2018-07-08 19:58:29,https://www.pinterest.com/,2219,298,390,1546,27442,189,32084
13,2018-07-08 19:58:37,https://goo.gl/,634,129,431,571,967,1,2733
14,2018-07-08 19:58:39,https://www.amazon.com/,3203,494,333,1981,1455,46,7512
15,2018-07-08 19:58:45,https://vimeo.com/,199,110,30,1720,3326,12,5397
16,2018-07-08 19:58:46,https://www.microsoft.com/,726,166,74,1878,637,6,3487
17,2018-07-08 19:58:56,https://www.flickr.com/,436,80,49,904,2100,2,3571
18,2018-07-08 19:59:12,https://www.yahoo.com/,344,88,478,4795,6424,165,12294
19,2018-07-08 19:59:17,https://www.godaddy.com/,968,187,205,661,1782,77,3880
20,2018-07-08 19:59:18,https://www.buydomains.com/,3017,312,565,1197,7282,135,12508
21,2018-07-08 19:59:23,http://www.qq.com/,1476,38,289,8597,5214,8,15622
