.022610,100,70,110,0,6,0.257142066956,199.241562128,199.498704195,0,1,1533722719.37,-0.0450580120087,89.77
.022610,100,70,110,0,6,154.972755909,43.1376750469,198.110430956,1,0,1533722763.95,-5.05965399742,37.65
.022610,100,70,110,1,7,134.569142103,44.0765218735,178.645663977,1,0,1533722827.54,-5.04243612289,37.53
.022610,100,70,110,2,6,153.107071877,44.1222319603,197.229303837,1,0,1533722853.13,-5.03976297379,37.41
.022610,100,70,110,3,5,196.775402784,44.1921081543,240.967510939,1,0,1533722853.63,-5.04599189758,37.66
.022610,100,70,110,4,4,187.18177104,44.1559588909,231.337729931,1,0,1533722907.47,-5.04006910324,37.52
.022610,100,70,110,5,3,222.412101984,45.1621589661,267.57426095,1,0,1533722916.5,-5.03562498093,37.57
.022610,100,70,110,5,2,231.543572187,45.2778038979,276.821376085,1,0,1533722952.59,-5.06193995476,37.58
.022610,100,70,110,5,1,264.051895857,44.1771430969,308.229038954,1,0,1533722965.41,-5.04625797272,37.53
.022610,100,70,110,6,0,279.396990061,44.1648581028,323.561848164,1,0,1533722994.3,-5.02865290642,37.55
