.017850,100,70,110,0,4,0.694673061371,215.427751064,216.122424126,0,1,1533721816.62,-0.065290927887,90.53
.017850,100,70,110,0,5,159.68246007,44.0706000328,203.753060102,1,0,1533721873.11,-5.03226804733,37.33
.017850,100,70,110,1,5,123.252463818,44.0254499912,167.277913809,1,0,1533721953.66,-5.03999996185,37.61
.017850,100,70,110,2,6,134.920703173,44.0787568092,178.999459982,1,0,1533721986.07,-5.05084991455,37.65
.017850,100,70,110,3,5,178.41869688,45.1584100723,223.577106953,1,0,1533721986.7,-5.04346489906,37.43
.017850,100,70,110,3,4,155.420332909,44.1863689423,199.606701851,1,0,1533722054.91,-5.0546169281,37.53
.017850,100,70,110,4,3,188.217130184,45.1605548859,233.37768507,1,0,1533722066.35,-5.05983114243,37.51
.017850,100,70,110,4,2,187.727136135,44.1384530067,231.865589142,1,0,1533722112.06,-5.0457611084,37.54
.017850,100,70,110,4,1,215.690670013,44.1804931164,259.87116313,1,0,1533722128.29,-5.06279802322,37.60
.017850,100,70,110,5,0,223.338202,44.2240979671,267.562299967,1,0,1533722164.88,-5.05440807343,37.70
