.030940,100,70,110,0,9,0.505117177963,218.542425871,219.047543049,0,1,1533723593.32,-0.0534191131592,90.27
.030940,100,70,110,0,8,186.533593893,44.2215368748,230.755130768,1,0,1533723625.88,-5.04887700081,37.63
.030940,100,70,110,1,7,184.322566032,45.2664241791,229.588990211,1,0,1533723672.36,-5.06306099892,37.40
.030940,100,70,110,2,6,210.945083141,45.1993279457,256.144411087,1,0,1533723691.05,-5.052713871,37.32
.030940,100,70,110,3,5,255.819947958,45.1840229034,301.003970861,1,0,1533723691.42,-5.05845999718,37.48
.030940,100,70,110,4,4,261.742044926,44.2137031555,305.955748081,1,0,1533723730.76,-5.03637290001,37.60
.030940,100,70,110,5,3,299.393037081,45.2828099728,344.675847054,1,0,1533723737.37,-5.05326914787,37.48
.030940,100,70,110,6,2,318.351726055,44.2573919296,362.609117985,1,0,1533723763.74,-5.05983614922,37.63
.030940,100,70,110,7,1,353.30312705,44.170112133,397.473239183,1,0,1533723773.1,-5.07139897346,37.65
.030940,100,70,110,8,0,376.413096905,44.191008091,420.604104996,1,0,1533723794.21,-5.05390095711,37.71
